product_name,product_url,product_price,category_name,available_sizes,sense_of_the_size,image_url,title_of_description,general_description,general_description_itemization,kws,reviews
エッセンシャルズ プラス ルーズフィット スモールロゴ フレンチテリー プルオーバーパーカー,https://shop.adidas.jp/products/JF3929/,"6,600",スポーツウェア,"2XS,XS,S,M,L,XL,2XL,3XL",,"/photo/JF/JF3929/s-JF3929-73-NBiacQ9Y5M.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",エッセンシャルズ プラス ルーズフィット スモールロゴ フレンチテリー プルオーバーパーカー,カジュアルで快適な着心地を追求した、アディダスのフード付きスウェットシャツ。リラックスした時間を思い切り楽しめる一着。柔らかなフレンチテリーは心地よい肌触りで、適度な厚みがあり、シチュエーションに合った暖かさを提供してくれる。肌寒い夕方、ソファでくつろぐときは、フードを被ればさらに暖かく快適。ジーンズと合わせれば、街なかで気負いのないカジュアルなルックスを演出できる。,"ルーズフィット,カンガルーポケット,綿100%（フレンチテリー［裏毛］）,ドロップショルダー,リブ仕上げの袖口と裾","ウェア・服,トップス,パーカー(フーディー),スウェット（トレーナー）,スポーツウェア,エッセンシャルズ,ESSENTIALS PLUS,ベターコットン,KWE97",
エッセンシャルズ プラス ルーズフィット スモールロゴ フレンチテリー プルオーバーパーカー,https://shop.adidas.jp/products/JF3919/,"6,600",スポーツウェア,"2XS,XS,S,M,L,XL,2XL,3XL",,"/photo/JF/JF3919/s-JF3919-on_model-standard_view-Iqcjj2dWKB.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",エッセンシャルズ プラス ルーズフィット スモールロゴ フレンチテリー プルオーバーパーカー,カジュアルで快適な着心地を追求した、アディダスのフード付きスウェットシャツ。リラックスした時間を思い切り楽しめる一着。柔らかなフレンチテリーは心地よい肌触りで、適度な厚みがあり、シチュエーションに合った暖かさを提供してくれる。肌寒い夕方、ソファでくつろぐときは、フードを被ればさらに暖かく快適。ジーンズと合わせれば、街なかで気負いのないカジュアルなルックスを演出できる。,"ルーズフィット,カンガルーポケット,綿100%（フレンチテリー［裏毛］）,ドロップショルダー,リブ仕上げの袖口と裾","ウェア・服,トップス,パーカー(フーディー),スウェット（トレーナー）,スポーツウェア,エッセンシャルズ,ESSENTIALS PLUS,ベターコットン,KWE97",
パームツリー グラフィック レギュラーフィットTシャツ,https://shop.adidas.jp/products/IK4285/,"1,320",スポーツウェア,"XS,S,M,L,XL,2XL,3XL","小さめ,適切,大きめ","/photo/IK/IK4285/s-IK4285-on_model-standard_view-zD3yrkJnpE.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",パームツリー グラフィック レギュラーフィットTシャツ,ヤシの木、晴れ渡った空、あとは、このアディダス グラフィックTシャツがあればOK。それは、素晴らしい一日を過ごすのに必要なもの。,"レギュラーフィット,リブ仕上げのクルーネック,綿100%（シングルジャージー）,ベターコットンを使用","ウェア・服,トップス,Tシャツ,スポーツウェア,半袖,リサイクル素材と再生可能素材,ベターコットン,IJG11","[{'identifier': '163221212', 'review_body': 'タイトルにあるとおり、購入しました。 そして、着心地の良さに驚き、最後に買って良かったと実感。当たり前の日常をなんとなく明るくしてくれるようなシャツ。', 'date_published': '2024-01-30', 'rating_value': '5'}, {'identifier': '162771633', 'review_body': '持ってない色なので、購入しました。 生地は、薄すぎず厚すぎず快適です。 同じものを友達にプレゼントしました。', 'date_published': '2024-01-12', 'rating_value': '4'}, {'identifier': '163873918', 'review_body': '176cmでLサイズを購入しました。大き過ぎず、きつくもなく、ちょうどいいサイズ感。色合いもお気に入りです。', 'date_published': '2024-02-29', 'rating_value': '5'}, {'identifier': '162319937', 'review_body': 'デザインが気に入り、息子と色違い＆サイズ違いで購入しました。夏になったら旅先などで着たいと思います。', 'date_published': '2023-12-26', 'rating_value': '4'}, {'identifier': '163629485', 'review_body': 'ハワイアンなかんじが着やすさをイメージできます。色違いでほしくなりました。ありがとうございました❗。', 'date_published': '2024-02-18', 'rating_value': '5'}, {'identifier': '157755045', 'review_body': 'メンズ用Mサイズを購入しましたがレディース用Mサイズのちょっと大きめな感じで着用する事が出来ました。', 'date_published': '2023-06-18', 'rating_value': '4'}, {'identifier': '157601171', 'review_body': 'フラダンスのレッスンにピッタリのプリントでお友達にも好評でした！サラッとしていてとても良い季語がが良いです！', 'date_published': '2023-06-11', 'rating_value': '5'}, {'identifier': '157183369', 'review_body': '色味が可愛くて気に入っています！サラッと着れて着心地も良いです！今年の夏はたくさん着たいと思います。', 'date_published': '2023-05-26', 'rating_value': '5'}]"
adidas by Stella McCartney スポーツウェア Tシャツ（ジェンダーニュートラル）,https://shop.adidas.jp/products/IA7710/,"4,950",バイ ステラ マッカートニー,"XS,S,M,L,XL,2XL,3XL","小さめ,適切,大きめ","/photo/IA/IA7710/s-IA7710-on_model-standard_unisex_pair_shot-6dhrlO6Ihv.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",adidas by Stella McCartney スポーツウェア Tシャツ（ジェンダーニュートラル）,今季のadidas by Stella McCartneyコレクションは、落ち着いたカラーのラインナップとゆったりとしたシルエットが特徴。優しい色合いのグラフィックが魅力のこのTシャツは、渦巻く”S”の文字を象るフレーズのひとつひとつに、ステラのインスピレーションが感じられる一枚。化学構造にヒントを得た方向性を示すメッセージが、自然への配慮をさりげなく呼びかけている。 ,"ルーズフィット,リブ仕上げのクルーネック,オーガニックコットン100%（シングルジャージー）,ステラの感性を表現したグラフィック,リサイクル素材を25%以上使用","ウェア・服,トップス,Tシャツ,バイ ステラ マッカートニー,半袖,天然素材,環境に配慮した染色,BUH33","[{'identifier': '162067535', 'review_body': 'サイズもルーズ感があり、シルエットもきれいに見えるので嬉しい。 素材も厚手で汗をかいても肌が透けないのが良い。', 'date_published': '2023-12-15', 'rating_value': '4'}, {'identifier': '161643153', 'review_body': 'ピンクすぎもせず、ピンクの甘さもあり、デザインが素敵です。可愛く、楽しくダンス用に着用するつもりです。袖丈も短すぎないので、冬でも使用できて良いです。', 'date_published': '2023-12-01', 'rating_value': '5'}, {'identifier': '162940694', 'review_body': 'ジェンダーニュートラルの商品なのですが、男性の体型寄りのデザインなのかなと感じました。大きめサイズ狙いだったので長めの丈感は良かったのですが、着用した時の全体のシルエットが何だか似合わない…男性っぽいというか…。可愛らしいデザインのウエアなので欲しかったですが、今回は諦めます。', 'date_published': '2024-01-19', 'rating_value': '3'}, {'identifier': '163022329', 'review_body': 'サイズ感が良く、カラーもピンクでカワイイのでお気に入りの1枚になりました。 生地もしっかりしています。', 'date_published': '2024-01-22', 'rating_value': '4'}, {'identifier': '163758488', 'review_body': '妻がステラの商品をよく購入します。中々定価では手が出しにくい商品でありますが今回はセールということもあり同タイプのTシャツを２色購入しました。広げてみるととても可愛いプリントがほどこされ、とても着やすい商品です。夏場は沢山着ると思われます。セールの値段ならお買い得です。', 'date_published': '2024-02-24', 'rating_value': '4'}]"
アディカラー コンテンポ Tシャツ,https://shop.adidas.jp/products/IB9471/,"2,420",オリジナルス,"2XS,XS,S,M,L,XL,2XL,3XL","小さめ,適切,大きめ","/photo/IB/IB9471/s-IB9471-on_model-standard_view-EuoPSi6b0w.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディカラー コンテンポ Tシャツ,良いこと尽くめのTシャツを持っていよう。素材に上質なオーガニックコットンを使用した、カジュアルでスタイリッシュ、そしてアイコニックなアディダススタイル。どんなコーディネートにも採り入れやすいシンプルなこの一枚は、快適な着心地も魅力。,"ルーズフィット,リブ仕上げのクルーネック,オーガニックコットン100％（シングルジャージー）,※画像はサンプルの為実物と異なる場合があります。","ウェア・服,トップス,Tシャツ,オリジナルス,TREFOIL ESSENTIALS,アディカラー,半袖,天然素材,V8520","[{'identifier': '163389646', 'review_body': 'アディダスはオーバーサイズで選んでも他社と比べて割りと襟周りが大きくないデザインなのと洗っても襟が伸びにくいのが好きで沢山持っていますがこちらのモデルも襟が丈夫でイイ感じです。', 'date_published': '2024-02-07', 'rating_value': '5'}, {'identifier': '160206788', 'review_body': '生地がしっかりめで、涼しくなってきているこの時期に良さそう。、 デザインはシンプルだが、安っぽくない。 セールでついつい買ってしまった。', 'date_published': '2023-10-01', 'rating_value': '4'}, {'identifier': '163494577', 'review_body': '着心地はよく、いいＴシャツです。 同色のエンブレムをどう考えるかですが、アウターで着るのはパジャマっぽくならない工夫が必要かも知れません。', 'date_published': '2024-02-12', 'rating_value': '4'}, {'identifier': '158078751', 'review_body': '着心地は良いですし、生地もちゃんとしていて丈夫そうです。ルースフィットなのでサイズ確認は必須です。いつも胸囲102-106を着てるので、この商品だとSサイズでちょうどでした。', 'date_published': '2023-07-01', 'rating_value': '5'}, {'identifier': '161183962', 'review_body': 'オーバーサイズ且つ肉厚なシャツを探していればぜひこの商品を選んで欲しい。洗濯しても型崩れしないので、ガシガシ着ることができる。', 'date_published': '2023-11-13', 'rating_value': '5'}, {'identifier': '163115295', 'review_body': '色は写真と相違がなく、着心地もかなり良かったです。 生地の質も高いと感じました。 夏に向けて他の色も買おうと思います。', 'date_published': '2024-01-26', 'rating_value': '5'}, {'identifier': '160352842', 'review_body': 'おすすめのサイズで購入しましたが、少し大きかったです。ルーズに着る感じだとちょうど良いのかなぁとは思いますが、もう少し丈が短くても良いのかなぁと思いました。', 'date_published': '2023-10-08', 'rating_value': '4'}, {'identifier': '158454905', 'review_body': '172cm 60kgでMサイズ購入 ほどよいオーバーサイズ感です。よりオーバー感を求めるならワンサイズ上げでも良いと思いました。 ヘビーウェイト生地、シルエットの良さ、ワンポイント同色トレフォイルロゴ、カラー展開を増やし今後も定番ラインナップとして販売してほしいTシャツです。', 'date_published': '2023-07-16', 'rating_value': '5'}, {'identifier': '160226034', 'review_body': '生地は厚手でしっかりしていて、着心地がいいです。色はセミルシッドブルーを購入しましたが、写真より濃い青と感じました。', 'date_published': '2023-10-02', 'rating_value': '4'}, {'identifier': '156677507', 'review_body': 'サラッとした着心地で夏が待ち遠しくなる一枚です。パンツとのセットアップも楽しいと思います。トラックジャケットもあります', 'date_published': '2023-05-06', 'rating_value': '5'}]"
トレフォイル エッセンシャルズ パーカー,https://shop.adidas.jp/products/IM4526/,"7,469",オリジナルス,"2XS,XS,S,M,L,XL,2XL,3XL",,"/photo/IM/IM4526/s-IM4526-on_model-standard_view-rzDNDpipol.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",トレフォイル エッセンシャルズ パーカー,快適さと実用性を一番重視しているなら、このアディダス トレフォイル エッセンシャルズ パーカーが相応しい選択肢。ソフトなコットン混紡フリースを使用して、刺しゅうのトレフォイルロゴをあしらったクラシックパーカー。クラシックフィットのボディは、毎日でも着たくなる快適な着心地を与えてくれる。タイムレスなデザインはそのままに、カジュアルな着こなしを楽しめる一着。,"レギュラーフィット,ドローコード付きフード,綿70% / ポリエステル30%（フリース［裏起毛］）,カンガルーポケット,リブ仕上げの裾と袖口,ベターコットンを使用","ウェア・服,トップス,パーカー(フーディー),スウェット（トレーナー）,オリジナルス,ベターコットン,EEQ59","[{'identifier': '162308819', 'review_body': '185cm 90kg 3XL サイズ感的には全体的に大きめかと。。 しっかりとした厚みの表生地で裏起毛もたっぷり厚みある為、モコモコとした感じになります。 商品画像で見るほど鮮明なオレンジではなく少し黒ずんだ！？感じのオレンジです。', 'date_published': '2023-12-26', 'rating_value': '4'}, {'identifier': '163388489', 'review_body': '間違いなく最高です。冬場に必要なスウェットです。特に裏起毛があったかい。これはお勧めです。リピート決定です。', 'date_published': '2024-02-07', 'rating_value': '5'}, {'identifier': '163588713', 'review_body': '今までベージュやクリーム色は持っていましたが、真っ白は無かったので購入しました。 着てみての感想は、アウターやボトムスが映えるのと雰囲気が明るくなりオススメです。 身長162cm、体重60㎏でMサイズを購入しました。 胸囲と身丈は丁度よかったのですが、袖の手首回りが少し大きく感じました。 タイトに着たければSサイズもアリだと思いました。', 'date_published': '2024-02-16', 'rating_value': '4'}]"
テレックス グラフィック MTN 2.0半袖Tシャツ,https://shop.adidas.jp/products/II6060/,"2,849",アディダス テレックス,"XS,L,XL,2XL,3XL",,"/photo/II/II6060/s-II6060-on_model-standard_view-pdCe5Kbc16.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",テレックス グラフィック MTN 2.0半袖Tシャツ,心地よさを手に入れて、自由なマインドでいよう。このアディダス テレックスTシャツは、アドベンチャーを存分に楽しんだ後も快適な感触が続く、ソフトなコットンジャージー製。背面の大きなTerrexグラフィックが、庭や野山、どこにいても、ルックスにアウトドアテイストをプラス。,"レギュラーフィット,リブ仕上げのクルーネック,綿100%（シングルジャージー）,背面にテレックスのグラフィック,ベターコットンを使用","ウェア・服,トップス,Tシャツ,アディダス テレックス,アウトドア,半袖,ベターコットン,アウトドアウェア・服,EKL69",
アディカラー コンテンポ クルーネック フレンチテリースウェット,https://shop.adidas.jp/products/IM4399/,"7,315",オリジナルス,"2XS,XS,S,M,L,XL,2XL,3XL","小さめ,適切,大きめ","/photo/IM/IM4399/s-IM4399-on_model-standard_view-4zrBLfJl7d.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディカラー コンテンポ クルーネック フレンチテリースウェット,気分もルックスもベストな状態で一日をスタートさせよう。肌寒い日には、ソフトなオーガニックコットン素材を用いてゆったりとした着心地に仕上げた、このスウェットの出番。着た瞬間から、一日が楽しみになりそうな一着。 ,"ルーズフィット,リブ仕上げのクルーネック,オーガニックコットン100%（フレンチテリー［裏毛］）,重厚感のある風合い,リブ仕上げの袖口と裾","ウェア・服,トップス,スウェット（トレーナー）,オリジナルス,TREFOIL ESSENTIALS,アディカラー,長袖,天然素材,NED64","[{'identifier': '162858773', 'review_body': '身長176㎝体重70㎏ ゆったり着るのが好きなので２XL購入。 生地がしっかりしていて丈夫そうです。 手触りの感じも良く良い品物だと思います。', 'date_published': '2024-01-16', 'rating_value': '4'}, {'identifier': '160886799', 'review_body': 'セールだったので、お得に購入できた。 生地もしっかりしていて、ゆったりサイズ。 シンプルなので、どんな服でも合わせやすい。 購入して良かった！', 'date_published': '2023-11-01', 'rating_value': '5'}, {'identifier': '163696743', 'review_body': '裏毛ですが生地が厚くしっかりしており暖かいです。 冬でも着れるいいスウェットだと思います。 高級感があるので外着でも着れそうなのがよりグッド。', 'date_published': '2024-02-21', 'rating_value': '5'}, {'identifier': '156410045', 'review_body': '旦那へのプレゼントに購入しました。 シンプルなトレーナーなのに上質なのでなんかカッコ良くキマってる風？ 本人は着心地も良いから気に入ってるそうです。', 'date_published': '2023-04-26', 'rating_value': '5'}, {'identifier': '153693475', 'review_body': 'ルーズな感じで来た雰囲気もとても良く、色味も素材も良いので着心地もとても気に入ってます。ロゴもさり気ない感じがいいです', 'date_published': '2023-01-21', 'rating_value': '5'}, {'identifier': '163184113', 'review_body': '174cm、63kgでXLサイズを選択しました。オススメはMかLと判断されましたが、サイズ表を見てXLにしました。結果正解でした。手足が長い体型ということもありますが、袖丈はちょうどで、着丈は若干短い感じです。もし、MかLを選択していたら間違いなく返品交換していました。 ゆったりサイズと記載されてますが、それほどでもないです。モデルの身長体重と着用しているサイズを提示して欲しいですね。そうするともっと分かりやすいですから。 品質は問題なさそうです。しっかりしていて冬用ですね。ただデザインはあと一歩。ネック周りのリブがモックネック並みに長いです。でもモックネックではありません。どうせならモックネックやハイネックにしてしまった方が、斬新で良かった気がします。', 'date_published': '2024-01-29', 'rating_value': '4'}]"
マンチェスター・ユナイテッド ティロ 23 トレーニングパンツ,https://shop.adidas.jp/products/IA8481/,"9,350",サッカー,"S,M,L,XL,2XL,3XL",,"/photo/IA/IA8481/s-IA8481-on_model-standard_view-7VqQ7zeu4v.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",マンチェスター・ユナイテッド ティロ 23 トレーニングパンツ,プレッシャーが高まると共に、トップのチームはさらにハードなトレーニングに励む。マンチェスター・ユナイテッドのアディダス トレーニングコレクションから誕生したこのティロ 23 サッカーパンツは、戦術的な練習やロンドにぴったりの一着。スリムフィットの軽量の作りが、ダッシュや相手を抜き去るスピード感のある走りに貢献。吸湿性に優れたAEROREADYテクノロジーのおかげで、爽やかにロッカールームに戻れる。,"スリムフィット,ドローコード付きの伸縮性ウエスト,ポリエステル100%（ピケ）,AEROREADY,両サイドにジップポケット,メッシュガセット / サイドインサート,アンクルジップ,マンチェスター・ユナイテッドの熱転写エンブレム","ウェア・服,ボトムス,ジャージ,パンツ,サッカー,フットサル,クラブチーム,ティロ,マンチェスター・ユナイテッド,エアロレディ,リサイクル素材一部使用,サッカーウェア・服,フットサルウェア・服,DKU34",
ナショナル ジオグラフィック パンツ,https://shop.adidas.jp/products/IS9528/,"13,200",アディダス テレックス,"S,M,L,XL,2XL,3XL",,"/photo/IS/IS9528/s-IS9528-on_model-standard_view-7DONREBQAj.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",ナショナル ジオグラフィック パンツ,スタイルと機能性を融合させ、アウトドアにぴったりのデザインとストリートスタイルの要素を織り交ぜた一着。山歩きのためだけでない、スマートな機能性とエッジの効いたルックスが魅力。,"ルーズフィット,ジップフライ / ボタンクロージャー / 取り外し可能なベルト,ナイロン97% / ポリウレタン3%（プレーンウィーブ）,PFC（過フッ素化合物類）不使用撥水仕上げ,両サイドにジップポケット,背面にポケット,調節可能なカフ,リフレクター付き","ウェア・服,ボトムス,パンツ,アディダス テレックス,アウトドア,NATIONAL GEOGRAPHIC / ナショナル ジオグラフィック,防水・撥水,ハイキング/トレッキング/登山,リサイクル素材一部使用,アウトドアウェア・服,JMU01",
エッセンシャルズ プラス ルーズフィット スリーストライプス フレンチテリー ショーツ,https://shop.adidas.jp/products/JF3953/,"4,950",スポーツウェア,"XS,S,M,L,XL,2XL,3XL",,"/photo/JF/JF3953/s-JF3953-on_model-standard_view-S3BkoKGAMI.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",エッセンシャルズ プラス ルーズフィット スリーストライプス フレンチテリー ショーツ,一日中アクティブに動き回るときも、家でゆったりくつろぐときも、カジュアルな日は常に心地よく過ごしたい。使い勝手のいいフレンチテリー素材は、適度な厚みがあり、どんなシチュエーションにもマッチする。リラックスフィットではきやすく、サイドのスリーストライプスを引き立たせたデザイン。 ,"ルーズフィット,ドローコード付きの伸縮性ウエスト,綿100%（フレンチテリー［裏毛］）,フロントポケット,背面にポケット1つ","ウェア・服,ボトムス,スウェット（トレーナー）,ハーフパンツ,スポーツウェア,エッセンシャルズ,スリー ストライプス,ESSENTIALS PLUS,ベターコットン,KWF04","[{'identifier': '163926402', 'review_body': '商品を買って良かったです。写真でみたまんまで安心しました。履き心地もよかったし、言う事なしです。色違いも買いました。', 'date_published': '2024-03-02', 'rating_value': '4'}]"
アディカラー クラシックス+ ショーツ,https://shop.adidas.jp/products/II5781/,"5,929",オリジナルス,"XS,S,M,L,XL,2XL,3XL",,"/photo/II/II5781/s-II5781-on_model-standard_view-hrGYcdq4I9.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディカラー クラシックス+ ショーツ,少し煌めきを纏ったカジュアルウェアが欲しいのなら、良いこと尽くめのこのアディダス ショーツがおすすめ。やや独特な質感のあるソフトなピケ素材が、毎日の着こなしにちょっとした特別感を与えてくれる。涼しく快適なはき心地をもたらすリラックスフィットの作り。スリーストライプスとアイコニックなトレフォイルロゴでスタイリッシュにまとめている。タックインしたTシャツやオーバーサイズのスウェットシャツと合わせて、伸縮性のウエストに備えたドローコードで好みのフィット感に調節しよう。 ,"ルーズフィット,ドローコードが付いた伸縮性のウエスト,ポリエステル100%,両サイドにジップポケット","ウェア・服,ボトムス,ハーフパンツ,オリジナルス,アディカラー,クラシックス,アディカラー クラシック,リサイクル素材と再生可能素材,EEQ36","[{'identifier': '163757457', 'review_body': 'サイズはマイサイズの2XLで購入。 サイズ表の表記より一回り大きい印象。 ウエストは丁度いい感じで裾幅は広め！ ルーズフィットなのでサイズ選びが難しい。', 'date_published': '2024-02-24', 'rating_value': '4'}]"
プレミアム エッセンシャルズ+ ベロアパンツ,https://shop.adidas.jp/products/II5805/,"10,780",オリジナルス,"XS,S,M,L,XL,2XL,3XL",,"/photo/II/II5805/s-II5805-on_model-standard_view-iLQDHV6YkO.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",プレミアム エッセンシャルズ+ ベロアパンツ,カジュアルなのにラグジュアリーな雰囲気。このルーズカットのアディダスパンツは、ソフトなベロアで仕立てた、とびきり快適なはき心地が自慢。実用的なジップポケットを装備した、一日中快適に着用できるアイテム。愛用のアイテムと合わせて、街に出かけたり、家でくつろいだり、あるいは街に出てからそのまま家のソファに身体を埋めてもいい。,"ルーズフィット,ドローコードが付いた伸縮性のウエスト,ポリエステル92% / ポリウレタン8%（ベロア）,フロントジップポケット","ウェア・服,ボトムス,パンツ,オリジナルス,リサイクル素材と再生可能素材,EEQ83",
Designed for Training ワークアウトパンツ,https://shop.adidas.jp/products/IK9724/,"7,150",ジム・トレーニング,"XS,S,M,L,XL,2XL,3XL",,"/photo/IK/IK9724/s-IK9724-on_model-standard_view-4XLs5tAp22.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",Designed for Training ワークアウトパンツ,どんなルーティンであれ、ジムトレーニングには、適切なギアを選ぶことが重要。このアディダス トレーニングパンツは、吸湿性を発揮するAEROREADYテクノロジーを採用。ハードなインターバルトレーニングやウエイトサーキットに取り組んでいる間も、ドライなコンディションを保つ。鍵や貴重品をしまえるジップポケットが付いているから、目の前のことだけに集中できる。 ,"スリムフィット,ドローコード付きの伸縮性ウエスト,脚の前面とふくらはぎ：ポリエステル87% / ポリウレタン13%（プレーンウィーブ）,背面の腰から太もも裏：ポリエステル89% / ポリウレタン11%（インターロック）,AEROREADY,フロントにジップポケット,汗を逃がす素材","ウェア・服,ボトムス,パンツ,ジム・トレーニング,エアロレディ,リサイクル素材一部使用,ジム・トレーニングウェア・服,IEJ23",
エッセンシャルズ プラス スモールロゴ スウェットパンツ,https://shop.adidas.jp/products/JF3921/,"6,050",スポーツウェア,"XS,S,M,L,XL,2XL,3XL",,"/photo/JF/JF3921/s-JF3921-on_model-standard_view-2XONAAwAXs.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",エッセンシャルズ プラス スモールロゴ スウェットパンツ,素材、フィッティング、肌当たりなどの細かい仕様にこだわりぬいて開発されたESSENTIALS PLUSレンジ。ロゴをシンプルに配したヘビーウェイト裏毛スウェットパンツ。股マチおよび脇のステッチには肌当たりを考慮した2本針サドルステッチを採用。ルーズフィット、裾リブ仕様。,"ルーズフィット,フレンチテリー,リブ仕上げの袖口と裾,綿100%","ウェア・服,ボトムス,パンツ,スポーツウェア,エッセンシャルズ,ESSENTIALS PLUS,ベターコットン,KWE98",
アディカラー シーズナル アーカイブ ショーツ,https://shop.adidas.jp/products/IA2525/,"3,080",オリジナルス,"XS,S,M,L,XL,2XL,3XL",,"/photo/IA/IA2525/s-IA2525-on_model-standard_view-QMG038dAZX.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディカラー シーズナル アーカイブ ショーツ,アーカイブのデザインをフレッシュにアップデートしたアディダスのクラシックショーツ。まさにイージーウェアの典型とも言うべき一着。ソフトなフレンチテリー素材を使用しているから、思い切りのんびり過ごしたい日にぴったり。サイドポケットに必需品を入れて、すぐに出かけることができる。外出するとき、フードをテイクアウトするとき、友達とまったりするときなど、このミニマルデザインのショーツは様々なシーンで十分に使える。,"レギュラーフィット,ドローコード付きの伸縮性ウエスト,綿100%（フレンチテリー［裏毛］）,両サイドにジップポケット,バックポケット,ベターコットンを使用","ウェア・服,ボトムス,ハーフパンツ,オリジナルス,アディカラー,ベターコットン,BVH52","[{'identifier': '162129367', 'review_body': '174cm/3XL 大きめに着たくていつもよりワンサイズアップ。 膝にかかる位の丈感で全体的に想定してたダボッと感が出ました。ウエストはゆるいので紐で締めて完璧！', 'date_published': '2023-12-18', 'rating_value': '5'}, {'identifier': '161338253', 'review_body': 'デザインも良くファスナーもこだわりがあり、生地がしっとり肌さわり良く最適です。色違いでまた注文してしまいました。', 'date_published': '2023-11-19', 'rating_value': '4'}, {'identifier': '161460906', 'review_body': '写真では見えませんが、サイドポケットのファスナーのつまみが三つ葉のロゴマークの形になっていてお洒落です。', 'date_published': '2023-11-24', 'rating_value': '5'}]"
